time,thumb,index,middle,ring,little
0,-0.1,-0.0,-0.02,-0.05,-0.08
1,-0.07,0.0,0.01,0.02,-0.06
2,0.02,0.04,-0.0,0.03,0.01
3,0.0,0.02,0.02,0.0,-0.02
4,-0.05,0.02,-0.02,-0.01,-0.09
5,-0.07,0.02,-0.01,-0.02,-0.06
6,0.03,0.07,-0.04,0.01,-0.03
7,-0.01,0.05,0.03,0.04,-0.0
8,-0.05,0.02,-0.03,-0.01,-0.05
9,-0.09,0.01,-0.0,-0.03,-0.07
10,-0.05,0.04,0.02,-0.06,-0.05
11,0.02,0.02,0.0,0.01,0.02
12,0.0,-0.03,0.03,-0.01,-0.0
13,-0.08,-0.01,-0.01,-0.04,-0.1
14,-0.04,0.01,0.02,-0.01,-0.05
15,0.01,0.04,-0.01,0.02,0.01
16,0.02,0.05,-0.01,0.01,0.01
17,-0.08,-0.01,-0.01,-0.01,-0.1
18,-0.05,0.04,0.01,0.02,-0.05
19,-0.01,0.0,0.01,0.03,0.03
20,0.01,0.04,0.02,0.03,0.0
21,-0.07,0.03,-0.0,0.0,-0.08
22,-0.05,0.01,-0.0,0.01,-0.06
23,-0.06,0.02,-0.0,0.05,-0.02
24,-0.0,0.03,0.02,0.03,-0.01
25,-0.02,0.03,-0.06,-0.01,0.01
26,-0.1,0.01,-0.02,-0.03,-0.09
27,-0.09,0.02,0.03,-0.08,-0.04
28,0.02,0.04,0.02,0.04,0.03
29,0.02,0.01,-0.02,0.04,0.01
30,-0.08,0.01,-0.0,-0.03,-0.08
31,-0.07,0.03,-0.01,0.04,-0.1
32,-0.0,0.04,-0.0,0.01,0.01
33,0.01,-0.02,-0.0,0.02,0.02
34,-0.09,-0.0,-0.02,-0.01,-0.09
35,-0.1,0.01,-0.04,-0.02,-0.07
36,-0.0,0.02,0.02,0.04,0.01
37,-0.03,0.02,-0.0,0.01,0.05
38,-0.06,-0.03,-0.02,-0.02,-0.04
39,-0.09,0.0,-0.02,-0.03,-0.06
40,-0.02,0.07,-0.05,-0.05,-0.02
41,0.02,0.03,-0.01,0.04,-0.0
42,-0.07,0.05,-0.02,-0.01,-0.06
43,-0.12,-0.01,-0.02,-0.02,-0.08
44,-0.01,-0.01,-0.02,0.05,-0.09
45,0.02,0.02,0.01,0.02,0.0
46,-0.05,-0.02,0.02,0.02,-0.03
47,-0.09,0.02,-0.03,-0.05,-0.09
48,-0.05,0.04,-0.05,-0.02,-0.01
49,0.01,0.02,0.01,-0.01,0.01
50,0.02,0.0,-0.04,0.06,0.01
51,-0.09,0.0,-0.03,-0.02,-0.07
52,-0.08,-0.0,-0.02,-0.07,-0.07
53,-0.02,0.04,0.02,0.02,-0.0
54,-0.02,0.05,-0.04,-0.04,-0.01
55,-0.09,0.0,-0.01,0.01,-0.1
56,-0.07,0.03,-0.01,-0.01,-0.07
57,-0.05,-0.01,-0.0,-0.01,-0.01
58,-0.0,0.04,-0.0,-0.01,-0.02
59,-0.04,-0.01,-0.02,-0.01,-0.02
60,-0.09,-0.01,-0.02,-0.04,-0.06
61,-0.03,0.07,-0.01,-0.02,-0.06
62,0.02,0.02,0.02,0.03,0.01
63,0.0,0.06,0.04,0.03,0.0
64,-0.09,0.0,-0.03,-0.05,-0.09
65,-0.05,-0.01,0.0,-0.0,-0.06
66,0.02,0.01,-0.0,0.03,0.0
67,0.01,0.06,0.04,-0.03,-0.0
68,-0.08,0.0,-0.03,-0.05,-0.08
69,-0.08,0.02,-0.02,-0.08,-0.1
70,-0.02,-0.01,0.0,0.04,0.01
71,-0.0,0.05,0.02,0.01,-0.0
72,-0.08,0.02,-0.02,-0.06,-0.07
73,-0.07,0.02,-0.02,-0.01,-0.07
74,-0.02,-0.02,0.02,0.01,-0.02
75,-0.04,-0.02,-0.01,0.0,0.02
76,-0.01,0.0,-0.04,-0.01,-0.02
77,-0.09,0.01,-0.0,-0.03,-0.07
78,-0.04,-0.01,-0.03,0.05,0.04
79,0.02,0.04,0.02,0.01,-0.01
80,-0.02,0.01,0.0,0.02,-0.09
81,-0.09,-0.0,-0.01,-0.05,-0.11
82,-0.07,0.05,-0.04,-0.06,-0.06
83,-0.01,0.02,0.02,-0.0,0.0
84,-0.02,-0.01,0.02,-0.01,0.01
85,-0.09,-0.0,-0.01,-0.04,-0.08
86,-0.08,-0.01,0.0,-0.02,-0.07
87,0.04,-0.02,0.0,0.04,-0.02
88,-0.02,0.05,-0.03,-0.03,-0.02
89,-0.08,0.0,-0.01,-0.02,-0.09
90,-0.1,-0.02,-0.04,-0.1,-0.08
91,-0.0,0.0,-0.04,0.0,0.02
92,-0.04,0.02,-0.01,0.05,-0.04
93,-0.07,-0.03,0.01,-0.02,-0.05
94,-0.07,0.0,-0.01,-0.02,-0.06
95,-0.1,0.01,-0.02,-0.07,-0.03
96,0.0,0.04,-0.01,0.02,-0.0
97,-0.04,-0.03,-0.02,-0.07,-0.03
98,-0.1,0.01,-0.02,-0.02,-0.08
99,-0.01,0.05,-0.03,0.03,-0.06
100,-0.01,0.03,0.01,0.03,0.02
101,-0.03,-0.03,-0.01,0.04,-0.04
102,-0.11,-0.02,-0.02,-0.03,-0.1
103,-0.08,0.0,-0.02,0.02,-0.06
104,-0.01,0.04,-0.0,0.01,0.01
105,-0.05,0.01,-0.01,0.03,0.01
106,-0.08,0.01,-0.02,-0.02,-0.08
107,-0.06,0.01,0.02,0.01,-0.08
108,0.04,0.02,-0.01,0.02,0.02
109,0.01,0.04,0.0,0.05,-0.05
110,-0.05,0.01,-0.01,-0.06,-0.08
111,-0.08,0.0,0.0,-0.01,-0.13
112,-0.01,0.04,-0.01,-0.01,0.01
113,-0.04,0.04,-0.0,0.02,-0.01
114,-0.06,0.02,-0.07,0.02,-0.07
115,-0.09,0.0,-0.02,-0.02,-0.06
116,-0.04,0.03,-0.05,-0.01,-0.02
117,0.02,0.03,-0.0,0.03,0.02
118,-0.05,-0.01,0.02,-0.02,-0.01
119,-0.09,0.0,-0.04,-0.04,-0.09
120,-0.02,0.06,0.02,0.03,-0.01
121,-0.0,0.02,-0.0,0.0,0.02
122,-0.01,0.04,-0.05,-0.01,0.01
123,-0.1,-0.01,-0.02,-0.06,-0.08
124,-0.08,0.03,-0.03,-0.08,-0.1
125,-0.02,0.04,-0.02,0.0,0.01
126,0.01,0.04,0.02,0.03,-0.0
127,-0.09,-0.0,-0.03,-0.03,-0.08
128,-0.08,-0.01,-0.04,-0.08,-0.08
129,-0.03,0.01,-0.01,-0.01,-0.0
130,-0.03,-0.03,-0.05,-0.04,0.03
131,-0.08,-0.05,-0.04,-0.01,-0.06
132,-0.07,0.01,-0.02,-0.03,-0.06
133,-0.03,0.0,0.0,0.03,-0.02
134,-0.02,0.02,-0.0,0.02,-0.06
135,-0.06,0.02,-0.0,-0.05,-0.03
136,-0.11,-0.01,-0.02,-0.01,-0.07
137,-0.07,-0.04,-0.0,-0.09,-0.02
138,0.02,0.02,0.0,0.01,0.01
139,-0.04,-0.01,-0.03,0.0,-0.09
140,-0.11,-0.01,-0.02,-0.03,-0.09
141,-0.07,-0.02,-0.02,-0.06,-0.03
142,-0.05,0.02,-0.0,-0.0,-0.0
143,-0.01,-0.02,-0.02,0.02,-0.03
144,-0.11,0.0,-0.02,-0.04,-0.08
145,-0.05,0.03,-0.0,0.02,-0.06
146,-0.04,0.02,0.01,-0.01,-0.0
147,-0.04,0.02,-0.02,-0.01,-0.02
148,-0.11,0.0,-0.02,-0.03,-0.07
149,-0.08,-0.02,-0.05,-0.04,-0.06
150,-0.03,0.04,-0.03,0.04,0.01
151,-0.03,0.04,-0.0,-0.02,0.03
152,-0.05,-0.01,-0.01,-0.01,-0.05
153,-0.05,0.01,-0.03,-0.01,-0.05
154,-0.08,0.03,0.03,-0.02,-0.03
155,-0.01,0.02,-0.01,-0.01,-0.05
156,-0.06,0.04,0.02,-0.01,-0.03
157,-0.08,0.0,-0.01,-0.04,-0.06
158,-0.02,-0.01,-0.01,-0.03,-0.0
159,0.02,0.03,-0.0,-0.01,-0.01
160,-0.04,0.03,-0.0,-0.01,-0.01
161,-0.08,0.0,-0.02,-0.03,-0.09
162,-0.06,-0.01,-0.0,-0.07,-0.05
163,-0.02,0.02,-0.01,-0.01,-0.0
164,-0.07,0.01,-0.03,-0.08,-0.03
165,-0.09,-0.0,-0.02,-0.04,-0.08
