time,thumb,index,middle,ring,little
0,-0.06,0.02,0.03,-0.01,0.0
1,0.04,0.01,0.0,0.02,0.0
2,0.02,0.02,-0.0,0.01,-0.0
3,0.02,0.04,-0.0,-0.01,-0.02
4,-0.1,-0.03,-0.03,-0.02,-0.04
5,0.0,-0.02,-0.01,0.06,-0.03
6,0.04,-0.02,0.01,0.02,0.0
7,-0.07,-0.01,-0.01,-0.01,0.02
8,-0.03,-0.01,-0.01,-0.04,-0.04
9,-0.01,-0.03,-0.02,0.06,-0.03
10,-0.0,0.0,-0.01,0.0,0.01
11,-0.06,-0.03,0.02,0.03,-0.01
12,-0.05,-0.02,-0.0,-0.0,-0.0
13,0.0,-0.02,-0.02,-0.01,-0.04
14,-0.02,0.01,-0.0,-0.01,0.01
15,-0.06,-0.01,-0.02,-0.08,-0.01
16,-0.01,-0.01,-0.0,-0.03,0.0
17,-0.05,0.03,0.01,-0.02,-0.02
18,-0.0,0.0,0.0,-0.01,0.0
19,-0.0,-0.01,-0.01,0.01,0.01
20,0.0,0.01,-0.0,-0.08,0.0
21,-0.06,0.03,0.02,0.01,-0.0
22,0.01,0.0,0.01,-0.01,0.0
23,-0.02,0.02,0.0,0.01,0.0
24,-0.05,-0.01,0.02,-0.06,-0.07
25,-0.1,-0.02,-0.03,-0.04,-0.07
26,-0.07,0.0,-0.05,-0.02,-0.01
27,-0.0,0.01,0.01,-0.02,0.01
28,-0.03,0.04,-0.06,-0.03,0.02
29,-0.06,-0.01,-0.03,-0.02,-0.03
30,-0.04,-0.01,-0.02,-0.01,0.04
31,0.03,0.0,-0.01,0.02,0.01
32,0.01,0.01,-0.01,-0.02,-0.05
33,-0.01,-0.0,-0.01,-0.04,-0.02
34,-0.05,0.04,0.03,-0.01,0.02
35,-0.0,0.02,-0.0,0.01,0.01
36,0.17,0.57,0.18,0.16,0.34
37,0.5,2.26,1.18,0.65,1.48
38,0.45,2.06,2.14,0.68,2.84
39,0.31,1.98,2.22,0.81,2.59
40,0.2,1.78,2.11,0.65,2.39
41,0.18,1.69,2.01,0.79,2.24
42,0.14,1.61,1.88,0.75,1.89
43,0.24,1.62,1.83,0.83,2.05
44,0.17,1.63,1.82,0.8,1.98
45,0.1,1.31,1.81,0.75,1.81
46,0.02,1.4,1.82,0.76,1.59
47,0.14,1.43,1.69,0.77,1.77
48,0.29,1.49,1.69,0.68,1.75
49,0.27,1.42,1.77,0.64,1.63
50,0.1,1.39,1.64,0.62,1.52
51,0.18,1.5,1.49,0.6,1.68
52,0.2,1.44,1.65,0.63,1.56
53,0.13,1.42,1.62,0.72,1.56
54,0.08,1.43,1.66,0.59,1.44
55,0.08,1.35,1.59,0.6,1.44
56,0.11,1.43,1.66,0.58,1.51
57,0.06,1.36,1.43,0.44,1.54
58,0.02,1.33,1.59,0.59,1.41
59,0.06,1.4,1.63,0.55,1.43
60,0.1,1.33,1.59,0.59,1.44
61,0.04,1.17,1.65,0.46,1.44
