time,thumb,index,middle,ring,little
0,0.02,-0.01,0.02,-0.03,0.02
1,0.06,0.01,0.01,0.02,0.09
2,0.03,-0.03,-0.0,-0.02,0.05
3,-0.01,-0.02,-0.02,-0.02,-0.04
4,-0.07,-0.02,0.02,0.01,0.03
5,0.06,0.03,0.04,-0.03,0.05
6,0.04,0.02,0.04,-0.01,0.08
7,-0.01,-0.02,0.01,-0.01,-0.01
8,-0.05,-0.04,-0.02,-0.1,-0.08
9,0.01,0.03,0.04,-0.01,0.06
10,0.04,0.03,0.01,-0.05,0.07
11,-0.02,-0.02,0.02,-0.05,0.02
12,-0.04,-0.03,-0.03,-0.04,-0.02
13,0.02,0.01,0.0,0.03,0.06
14,0.04,0.01,0.02,0.01,0.07
15,0.0,-0.01,0.03,0.03,0.02
16,-0.06,-0.03,-0.04,-0.04,-0.03
17,-0.02,-0.02,-0.02,-0.03,0.05
18,0.03,-0.0,0.02,0.01,0.07
19,-0.02,-0.03,-0.02,0.03,0.04
20,-0.06,-0.02,-0.01,-0.04,-0.01
21,-0.01,0.01,-0.0,-0.01,0.03
22,0.04,0.0,0.02,-0.01,0.07
23,0.03,0.01,-0.02,-0.02,0.04
24,-0.03,-0.01,-0.0,-0.05,-0.01
25,-0.08,-0.01,-0.05,-0.1,-0.05
26,-0.01,0.0,0.02,-0.0,0.06
27,-0.01,-0.01,0.03,0.03,0.02
28,-0.0,-0.02,0.01,0.0,-0.04
29,-0.09,-0.04,-0.0,-0.03,-0.01
30,-0.02,0.03,-0.0,-0.01,0.03
31,0.0,0.01,0.02,0.02,0.06
32,0.02,0.02,-0.03,-0.03,0.04
33,-0.04,0.23,0.07,-0.01,-0.02
34,0.11,0.98,0.37,0.06,0.04
35,0.79,2.16,0.9,0.37,0.15
36,1.42,2.24,1.42,0.77,0.15
37,1.95,2.04,1.11,0.87,0.07
38,1.83,1.87,1.13,0.73,0.12
39,2.24,2.04,1.2,1.04,0.17
40,1.86,1.94,1.06,1.07,0.14
41,1.82,1.84,1.05,0.85,0.1
42,1.61,1.83,0.95,0.81,0.11
43,2.19,1.68,0.93,0.75,0.15
44,1.98,1.82,1.03,0.83,0.15
45,1.77,1.79,0.96,0.76,0.1
46,1.69,1.66,0.86,0.72,0.06
47,1.7,1.71,1.07,0.86,0.17
48,2.39,1.76,0.96,0.9,0.14
49,2.55,1.78,0.87,0.77,0.1
50,1.79,1.71,0.88,0.72,0.07
51,1.98,1.71,0.88,0.69,0.08
52,2.62,1.86,0.96,0.82,0.16
