time,thumb,index,middle,ring,little
0,0.1,0.06,0.01,0.02,0.05
1,0.02,0.03,0.0,0.02,0.08
2,0.02,0.05,0.02,-0.01,0.01
3,-0.03,0.01,0.04,0.01,-0.02
4,-0.03,0.03,0.07,0.01,0.03
5,0.07,0.03,0.05,0.05,0.05
6,-0.03,-0.05,0.05,-0.06,0.04
7,-0.1,0.0,0.02,-0.03,-0.05
8,-0.05,-0.01,0.06,0.05,0.04
9,0.0,0.01,0.03,0.03,0.06
10,0.0,0.03,0.0,-0.02,0.05
11,-0.05,-0.02,0.01,-0.04,-0.02
12,-0.08,-0.02,0.04,0.01,-0.05
13,-0.07,0.03,0.05,0.04,0.06
14,-0.04,0.03,-0.01,-0.04,0.07
15,-0.07,0.01,0.03,-0.0,-0.01
16,-0.07,0.0,0.0,-0.04,-0.04
17,-0.02,-0.02,0.05,-0.02,0.03
18,0.0,0.02,0.02,0.01,0.07
19,-0.03,0.0,0.04,-0.04,0.05
20,-0.12,-0.04,-0.0,-0.07,-0.02
21,-0.09,-0.02,-0.0,-0.04,0.03
22,0.01,0.01,0.04,-0.02,0.05
23,-0.04,0.02,-0.03,-0.03,-0.03
24,-0.1,-0.02,-0.0,-0.04,-0.03
25,-0.04,-0.02,0.03,-0.0,0.0
26,-0.01,0.01,0.01,-0.02,0.06
27,-0.02,0.01,0.04,0.0,0.04
28,-0.1,-0.02,-0.01,-0.04,-0.01
29,-0.1,-0.03,-0.05,-0.09,-0.02
30,-0.01,0.01,-0.02,-0.04,0.05
31,-0.02,0.01,0.02,-0.02,0.05
32,-0.02,-0.06,-0.02,-0.12,0.0
33,0.29,0.54,0.3,0.06,-0.02
34,1.18,1.9,1.13,0.31,0.04
35,1.46,1.84,1.34,0.5,0.1
36,1.32,1.65,1.23,0.36,0.06
37,1.06,1.46,1.0,0.36,-0.02
38,1.16,1.56,1.08,0.44,0.04
39,1.35,2.06,1.28,0.43,0.1
40,0.9,1.35,0.83,0.27,0.11
41,0.61,0.56,0.58,0.2,-0.0
42,0.45,0.4,0.4,0.2,0.01
43,0.6,0.54,0.56,0.26,0.14
44,0.84,1.74,1.06,0.4,0.09
45,1.03,1.54,1.08,0.43,0.04
46,1.01,1.5,1.0,0.43,0.01
47,1.01,1.49,0.92,0.49,0.09
48,0.99,1.49,0.94,0.5,0.09
49,1.01,1.71,1.01,0.31,0.05
50,0.7,1.52,0.84,0.23,0.02
51,0.71,0.59,0.55,0.19,0.08
52,0.67,0.34,0.42,0.17,0.1
53,0.41,0.29,0.36,0.21,0.0
54,0.58,0.74,0.53,0.14,-0.0
55,1.04,1.78,0.99,0.29,0.03
56,1.38,1.84,1.07,0.45,0.08
57,1.14,1.6,1.07,0.56,0.08
58,0.91,1.44,0.89,0.45,0.01
59,0.96,1.39,0.82,0.31,-0.02
60,1.17,2.24,1.01,0.37,0.05
61,1.07,0.85,0.57,0.16,0.1
62,0.59,0.41,0.39,0.12,0.05
63,0.48,0.28,0.31,0.06,0.0
64,0.64,0.37,0.38,0.22,0.08
65,1.22,1.19,0.64,0.23,0.07
66,1.0,1.97,1.03,0.17,0.04
67,0.92,1.68,1.0,0.27,-0.04
68,0.91,1.56,0.97,0.39,0.05
69,1.33,1.65,0.97,0.43,0.08
70,1.0,1.37,0.92,0.42,0.08
71,1.08,1.72,0.95,0.28,0.0
72,0.75,1.58,0.85,0.22,0.0
73,0.76,0.62,0.52,0.25,0.09
74,0.54,0.45,0.46,0.21,0.11
75,0.74,0.38,0.36,0.18,0.0
76,0.83,1.25,0.63,0.23,0.03
77,1.11,2.13,1.06,0.38,0.12
78,1.39,1.96,1.04,0.61,0.11
79,1.05,1.71,0.99,0.79,0.11
80,0.91,1.49,0.94,0.62,0.04
