time,thumb,index,middle,ring,little
0,0.01,-0.01,0.0,0.01,-0.0
1,0.02,-0.0,0.0,0.01,0.02
2,0.01,-0.0,-0.0,0.01,0.02
3,-0.01,-0.0,0.01,0.01,-0.0
4,0.03,-0.01,0.01,0.02,0.03
5,0.04,0.02,0.01,0.02,0.03
6,0.03,-0.01,-0.01,0.01,0.03
7,0.01,-0.0,0.01,-0.0,-0.03
8,-0.02,0.03,0.01,0.01,-0.01
9,0.04,-0.0,-0.01,0.03,0.05
10,0.01,-0.01,-0.03,0.01,0.05
11,0.01,-0.04,0.02,0.02,-0.01
12,-0.03,-0.01,0.01,0.01,-0.09
13,-0.0,-0.04,-0.01,-0.02,0.05
14,0.02,0.02,-0.01,0.01,0.04
15,-0.01,-0.0,0.0,0.04,-0.08
16,-0.03,0.01,-0.01,-0.02,-0.04
17,0.0,0.01,0.03,0.03,0.02
18,0.03,-0.0,0.01,0.04,0.03
19,-0.01,-0.04,0.04,-0.01,-0.04
20,0.0,0.01,0.01,0.01,-0.02
21,-0.03,-0.02,0.0,-0.01,0.05
22,-0.01,-0.01,0.0,0.0,0.03
23,-0.08,-0.01,-0.01,0.0,0.01
24,-0.0,-0.0,-0.0,-0.02,-0.0
25,-0.03,0.01,-0.01,0.01,-0.02
26,0.04,0.01,-0.0,0.02,0.03
27,-0.01,-0.01,-0.0,0.04,-0.04
28,-0.0,0.01,-0.01,-0.0,0.02
29,-0.01,-0.02,0.01,-0.05,-0.02
30,0.05,-0.0,0.01,0.03,0.03
31,0.02,0.01,0.0,0.03,-0.01
32,-0.0,-0.04,0.0,0.02,0.03
33,-0.1,-0.01,-0.0,-0.04,-0.07
34,0.09,0.34,0.08,0.07,0.07
35,0.39,3.15,0.27,0.08,0.54
36,0.87,2.36,0.37,0.08,0.6
37,1.1,2.11,0.32,0.03,0.44
38,1.03,1.99,0.29,0.04,0.43
39,1.15,2.03,0.23,0.07,0.47
40,0.88,1.66,0.21,0.04,0.37
41,0.94,1.9,0.21,0.02,0.32
42,0.85,1.78,0.17,0.01,0.33
43,0.94,1.8,0.17,0.04,0.32
44,0.92,1.74,0.14,0.01,0.28
45,0.86,1.77,0.15,0.02,0.31
46,0.73,1.75,0.13,-0.02,0.24
47,0.93,1.69,0.14,0.01,0.29
48,0.91,1.7,0.11,-0.01,0.23
49,0.86,1.62,0.13,0.01,0.26
50,0.7,1.62,0.08,0.02,0.14
51,0.88,1.65,0.14,0.0,0.24
52,0.88,1.63,0.11,-0.0,0.26
53,0.72,1.69,0.12,-0.04,0.24
54,0.68,1.56,0.11,-0.03,0.15
55,0.59,1.58,0.15,-0.02,0.12
56,0.98,1.65,0.11,-0.02,0.17
57,0.72,1.61,0.1,-0.02,0.15
58,0.64,1.51,0.09,-0.01,0.13
59,0.66,1.63,0.12,0.0,0.13
60,0.75,1.61,0.08,-0.02,0.18
61,0.63,1.53,0.1,-0.0,0.15
62,0.75,1.59,0.09,-0.02,0.11
63,0.55,1.65,0.1,-0.02,0.11
64,0.71,1.53,0.1,-0.01,0.11
65,0.69,1.57,0.06,0.01,0.06
66,0.71,1.4,0.08,-0.04,0.11
67,0.61,1.56,0.07,-0.02,0.06
68,0.95,1.61,0.08,0.01,0.13
69,0.66,1.53,0.08,-0.01,0.12
70,0.56,1.61,0.09,-0.01,0.09
71,0.39,1.46,0.07,-0.08,0.03
72,0.71,1.52,0.1,-0.02,0.13
73,0.73,1.54,0.09,0.01,0.1
74,0.64,1.47,0.09,-0.04,0.06
75,0.45,1.48,0.09,-0.05,-0.0
76,0.59,1.47,0.08,-0.03,0.05
77,0.67,1.51,0.09,-0.0,0.07
78,0.72,1.56,0.07,-0.05,0.06
79,0.56,1.42,0.06,-0.03,0.04
80,0.42,1.48,0.07,-0.04,0.05
81,0.66,1.47,0.09,-0.03,0.08
82,0.66,1.51,0.07,-0.03,0.09
83,0.57,1.43,0.09,-0.03,0.04
84,0.44,1.43,0.09,-0.05,0.03
85,0.67,1.58,0.09,-0.04,0.07
86,0.66,1.58,0.11,0.0,0.05
87,0.64,1.61,0.07,-0.03,0.08
88,0.36,1.31,0.1,-0.05,-0.01
89,0.6,1.63,0.09,-0.03,0.11
90,0.7,1.49,0.07,-0.05,0.05
91,0.59,1.45,0.07,-0.04,0.03
92,0.41,1.45,0.08,-0.07,-0.04
93,0.57,1.49,0.06,-0.06,0.04
94,0.59,1.48,0.08,-0.04,0.04
95,0.52,1.43,0.06,-0.05,0.01
96,0.52,1.43,0.06,-0.07,0.01
97,0.52,1.42,0.07,-0.03,0.0
98,0.6,1.48,0.07,-0.05,0.03
99,0.47,1.48,0.06,-0.02,0.01
100,0.51,1.4,0.06,-0.05,-0.01
101,0.57,1.4,0.05,-0.04,0.03
102,0.63,1.43,0.07,-0.05,0.03
103,0.56,1.45,0.09,-0.06,0.03
104,0.52,1.49,0.05,-0.1,0.02
105,0.49,1.39,0.06,-0.07,-0.07
106,0.57,1.47,0.07,-0.05,0.04
107,0.57,1.4,0.06,-0.06,0.01
108,0.5,1.4,0.05,-0.06,0.0
109,0.34,1.35,0.05,-0.07,0.01
110,0.63,1.41,0.08,-0.08,0.04
111,0.61,1.42,0.09,-0.05,0.06
112,0.48,1.4,0.08,-0.05,0.01
113,0.41,1.39,0.06,-0.06,-0.0
114,0.53,1.31,0.07,-0.06,0.03
115,0.57,1.42,0.08,-0.06,0.04
116,0.47,1.38,0.06,-0.06,0.08
117,0.51,1.38,0.07,-0.07,0.0
118,0.52,1.36,0.04,-0.08,0.01
119,0.61,1.41,0.07,-0.07,0.04
120,0.55,1.39,0.01,-0.05,0.01
121,0.47,1.36,0.04,-0.07,-0.0
122,0.41,1.34,0.01,-0.1,-0.07
123,0.61,1.4,0.07,-0.05,0.03
124,0.47,1.41,-0.0,-0.08,-0.0
125,0.5,1.38,0.06,-0.05,0.01
126,0.38,1.34,0.08,-0.09,-0.07
127,0.57,1.41,0.01,-0.05,0.03
128,0.52,1.38,0.06,-0.08,0.0
129,0.52,1.27,0.05,-0.12,-0.0
130,0.4,1.36,0.07,-0.13,-0.07
131,0.37,1.33,0.05,-0.07,-0.01
132,0.64,1.46,0.06,-0.07,-0.01
133,0.55,1.74,0.05,-0.11,-0.0
134,0.72,2.09,0.06,-0.08,0.06
135,0.82,2.48,0.05,-0.01,0.04
136,0.73,2.46,0.05,0.0,0.09
137,0.57,2.42,0.03,0.04,0.05
138,0.55,2.29,0.06,0.03,0.05
139,0.47,1.77,0.05,0.03,0.05
