time,thumb,index,middle,ring,little
0,0.02,-0.01,0.04,0.04,0.02
1,0.07,0.03,0.05,0.08,0.14
2,0.04,0.02,0.02,0.01,0.06
3,-0.04,-0.01,0.0,-0.02,-0.01
4,-0.01,0.0,-0.02,0.02,0.0
5,0.08,0.03,0.03,0.03,0.1
6,0.06,0.01,0.02,0.06,0.09
7,-0.02,-0.01,-0.01,-0.02,-0.03
8,-0.0,-0.01,0.02,-0.01,-0.02
9,0.07,0.03,0.04,0.02,0.07
10,0.05,0.03,-0.01,0.04,0.08
11,-0.02,0.01,0.01,-0.01,0.0
12,-0.01,0.01,0.01,0.0,-0.0
13,0.02,0.03,0.03,0.02,0.02
14,0.08,0.02,0.03,0.05,0.09
15,0.03,0.04,0.02,0.05,0.02
16,-0.03,-0.01,-0.0,-0.03,-0.08
17,0.01,0.01,0.01,-0.0,0.04
18,0.09,0.02,0.02,0.05,0.08
19,0.04,-0.01,0.01,0.02,0.06
20,-0.05,-0.01,-0.01,-0.03,-0.04
21,-0.05,-0.0,0.0,0.01,-0.02
22,0.08,0.01,0.02,0.09,0.09
23,0.06,0.02,0.02,0.05,0.07
24,-0.01,0.01,-0.0,0.01,-0.0
25,-0.02,0.01,-0.0,-0.01,0.0
26,0.02,0.01,0.02,0.05,0.06
27,0.08,0.01,0.01,0.03,0.07
28,0.01,-0.0,0.0,0.07,0.06
29,-0.05,-0.01,-0.01,-0.01,-0.02
30,0.0,-0.01,0.0,0.03,0.02
31,0.08,0.03,0.02,0.07,0.11
32,0.0,0.02,-0.02,0.01,0.04
33,-0.05,-0.01,-0.0,0.0,-0.06
34,-0.02,-0.0,-0.02,-0.01,0.02
35,0.07,0.01,0.06,0.21,0.17
36,0.12,0.01,0.31,0.47,0.45
37,0.24,0.01,0.56,1.94,1.09
38,0.35,0.01,0.71,2.66,1.56
39,0.61,0.03,0.65,2.58,2.18
40,0.57,0.03,0.68,1.85,1.97
41,0.39,0.01,0.45,1.5,1.5
42,0.36,0.01,0.38,1.37,1.4
43,0.41,0.01,0.41,1.5,1.67
44,0.5,0.04,0.37,1.48,1.46
45,0.33,0.0,0.3,1.37,1.4
46,0.28,-0.01,0.29,1.22,1.21
47,0.33,-0.01,0.31,1.29,1.22
48,0.41,0.01,0.31,1.57,1.6
49,0.28,-0.01,0.27,1.26,1.36
50,0.21,-0.03,0.25,0.96,1.03
51,0.23,-0.01,0.25,1.03,1.25
52,0.36,-0.01,0.27,1.33,1.47
53,0.28,-0.01,0.25,1.17,1.36
54,0.17,-0.03,0.22,0.97,1.06
55,0.23,-0.03,0.22,1.02,1.09
56,0.36,-0.03,0.26,1.22,1.43
57,0.31,-0.01,0.22,1.26,1.34
58,0.21,-0.01,0.21,0.89,0.95
59,0.19,-0.01,0.22,0.96,0.96
