time,thumb,index,middle,ring,little
0,0.01,0.01,-0.05,-0.02,-0.01
1,0.01,0.0,-0.02,0.04,0.04
2,-0.01,0.04,-0.0,0.04,0.0
3,0.02,0.04,-0.0,-0.06,0.01
4,-0.06,0.01,-0.02,0.01,-0.02
5,0.04,0.01,0.0,0.02,0.03
6,0.03,0.01,-0.01,0.02,0.04
7,-0.0,-0.01,-0.02,0.04,0.03
8,-0.11,-0.02,-0.05,-0.02,0.0
9,0.06,-0.02,0.0,0.06,0.01
10,0.01,0.0,0.0,0.02,0.03
11,0.03,0.01,-0.01,-0.02,0.0
12,0.01,-0.01,-0.01,-0.01,-0.01
13,-0.03,-0.02,0.03,0.01,-0.01
14,0.06,0.01,-0.0,0.01,0.03
15,-0.02,-0.01,0.04,-0.06,0.01
16,-0.02,-0.01,-0.01,-0.02,-0.01
17,-0.04,0.01,0.02,0.01,0.02
18,0.04,0.01,-0.01,-0.0,0.04
19,-0.01,-0.0,-0.0,0.01,-0.02
20,-0.04,-0.02,-0.05,0.0,-0.01
21,-0.04,-0.0,-0.02,0.0,-0.04
22,0.06,-0.0,-0.02,0.01,0.03
23,0.01,-0.04,-0.05,0.06,-0.02
24,0.01,-0.0,-0.01,-0.01,0.0
25,-0.0,-0.05,-0.01,0.02,-0.03
26,0.05,0.01,-0.05,0.01,0.03
27,0.03,0.02,0.0,0.01,0.05
28,-0.01,0.01,-0.01,0.02,-0.02
29,-0.03,-0.03,-0.0,-0.02,-0.02
30,-0.01,0.03,0.0,0.01,-0.0
31,0.0,0.0,0.02,0.02,0.02
32,0.0,-0.0,-0.01,-0.01,-0.01
33,-0.04,-0.0,-0.01,0.01,-0.02
34,0.0,0.08,-0.06,0.08,0.03
35,0.44,2.15,0.51,0.38,0.13
36,0.29,2.38,1.22,0.82,0.19
37,0.56,2.25,1.54,1.05,0.17
38,1.34,1.96,1.67,1.11,0.22
39,2.84,2.0,1.72,1.25,0.41
40,2.6,1.71,1.43,1.25,0.49
41,2.07,1.86,1.59,1.05,0.39
42,1.63,1.84,1.5,0.82,0.37
43,2.05,1.81,1.53,1.03,0.41
44,1.95,1.78,1.46,1.0,0.35
45,1.83,1.76,1.44,0.83,0.39
46,1.61,1.61,1.45,0.73,0.3
47,2.0,1.66,1.47,0.91,0.31
48,3.93,1.74,1.42,0.8,0.33
49,4.05,1.71,1.38,0.76,0.29
50,3.81,1.62,1.31,0.66,0.23
51,4.37,1.61,1.35,0.71,0.24
52,6.3,1.63,1.42,0.75,0.25
53,4.59,1.44,1.34,0.69,0.22
54,4.24,1.54,1.31,0.68,0.17
55,4.31,1.55,1.28,0.67,0.16
56,5.24,1.59,1.34,0.7,0.18
57,3.35,1.49,1.31,0.79,0.16
58,3.3,1.54,1.36,0.67,0.17
59,2.88,1.69,1.28,0.59,0.14
60,4.17,1.58,1.31,0.72,0.19
61,3.21,1.5,1.39,0.68,0.18
62,4.05,1.54,1.36,0.59,0.18
63,3.45,1.57,1.26,0.63,0.13
64,4.66,1.54,1.33,0.68,0.19
65,3.04,1.43,1.37,0.52,0.19
66,5.73,1.62,1.35,0.67,0.14
67,3.3,1.4,1.1,0.58,0.11
68,5.34,1.54,1.29,0.67,0.15
69,3.99,1.52,1.31,0.65,0.13
70,3.54,1.46,1.28,0.62,0.12
71,2.66,1.41,1.23,0.65,0.1
72,3.4,1.43,1.27,0.66,0.1
73,4.59,1.53,1.31,0.65,0.12
74,4.05,1.44,1.29,0.63,0.11
75,2.77,1.41,1.24,0.61,0.08
76,3.7,1.47,1.33,0.65,0.11
77,4.31,1.46,1.29,0.74,0.14
78,3.65,1.36,1.26,0.69,0.14
79,3.4,1.5,1.26,0.64,0.08
80,4.11,1.57,1.37,0.72,0.09
81,3.81,1.5,1.26,0.57,0.1
82,4.24,1.37,1.24,0.61,0.15
83,3.7,1.44,1.31,0.56,0.07
84,2.81,1.39,1.31,0.58,0.08
85,3.17,1.47,1.33,0.6,0.1
86,3.21,1.4,1.3,0.57,0.11
87,3.65,1.41,1.27,0.63,0.09
88,2.66,1.3,1.31,0.56,0.04
89,3.6,1.5,1.24,0.64,0.1
90,3.65,1.35,1.23,0.57,0.07
91,2.4,1.42,1.08,0.56,0.07
92,2.6,1.36,1.17,0.57,0.06
93,2.81,1.22,1.25,0.57,0.08
94,3.35,1.46,1.23,0.55,0.09
95,3.17,1.39,1.21,0.52,0.07
96,2.53,1.34,1.19,0.53,0.09
97,2.5,1.33,1.18,0.69,0.08
98,3.0,1.44,1.23,0.64,0.13
99,2.15,1.4,1.2,0.57,0.1
100,2.18,1.39,1.13,0.52,0.09
101,1.92,1.34,1.16,0.57,0.05
102,2.29,1.41,1.21,0.52,0.08
103,1.57,1.35,1.18,0.48,0.09
104,1.79,1.33,1.21,0.55,0.07
105,1.81,1.48,1.19,0.6,0.07
106,2.0,1.4,1.24,0.57,0.08
107,1.73,1.2,1.18,0.55,0.07
108,1.86,1.34,1.27,0.51,0.07
109,1.61,1.28,1.16,0.46,0.08
110,1.77,1.37,1.21,0.59,0.09
111,1.67,1.25,1.2,0.55,0.05
112,1.59,1.35,1.28,0.53,0.07
113,1.19,1.25,1.24,0.6,0.03
114,1.65,1.31,1.24,0.58,0.06
115,1.86,1.35,1.22,0.57,0.07
116,1.79,1.32,1.03,0.61,0.05
117,1.44,1.25,1.13,0.51,0.02
118,1.59,1.28,1.24,0.53,0.05
119,1.63,1.36,1.22,0.57,0.04
120,1.53,1.39,1.23,0.55,0.05
121,1.44,1.31,1.15,0.54,0.04
122,1.38,1.42,1.17,0.41,0.03
123,1.63,1.35,1.19,0.55,0.06
124,1.43,1.25,1.15,0.39,0.03
125,1.5,1.3,1.15,0.51,0.03
126,1.15,1.28,1.13,0.48,0.03
127,1.38,1.36,1.15,0.53,0.07
128,1.34,1.33,1.14,0.5,0.03
129,1.33,1.34,1.16,0.5,0.04
130,1.15,1.24,1.06,0.48,0.05
131,1.53,1.34,1.21,0.54,0.06
132,1.25,1.18,1.19,0.48,-0.01
133,1.79,1.34,1.11,0.39,0.02
134,1.19,1.29,1.25,0.45,0.0
135,1.86,1.69,1.29,0.7,0.07
136,1.46,1.96,1.45,0.85,0.1
137,0.98,2.35,1.38,0.79,0.07
138,0.86,2.33,0.98,0.68,0.18
139,1.16,2.16,0.73,0.75,0.33
