time,thumb,index,middle,ring,little
0,0.08,0.03,0.03,0.05,0.1
1,0.06,0.03,0.01,0.02,0.08
2,-0.09,-0.02,-0.01,-0.02,-0.02
3,-0.02,-0.03,0.01,-0.03,-0.01
4,0.04,0.01,0.02,0.04,0.09
5,0.01,0.02,0.03,0.03,0.08
6,-0.05,0.01,0.0,-0.0,0.02
7,-0.08,-0.01,-0.02,0.0,0.0
8,-0.06,0.03,0.0,0.01,0.04
9,0.03,0.02,0.02,0.03,0.09
10,-0.03,0.0,-0.01,0.01,0.04
11,-0.11,-0.02,-0.02,-0.03,-0.05
12,-0.02,0.01,-0.01,-0.0,0.02
13,0.04,0.03,0.02,0.03,0.1
14,-0.01,0.01,0.01,0.01,0.02
15,-0.1,-0.02,-0.02,-0.02,-0.03
16,-0.04,0.01,-0.04,-0.01,-0.0
17,-0.0,0.03,0.01,0.04,0.09
18,0.01,0.02,0.01,0.0,0.06
19,-0.06,-0.02,-0.04,-0.02,-0.04
20,-0.03,-0.0,-0.01,0.01,-0.01
21,0.05,0.01,-0.02,0.02,0.07
22,-0.0,0.01,-0.0,0.02,0.1
23,-0.06,-0.01,-0.02,-0.01,-0.0
24,-0.04,-0.02,-0.02,-0.01,-0.02
25,-0.04,-0.03,-0.02,0.04,0.04
26,0.05,-0.0,0.01,0.03,0.1
27,-0.04,-0.02,-0.02,0.01,0.0
28,-0.1,-0.03,-0.02,-0.02,-0.05
29,-0.03,0.02,-0.01,-0.02,0.01
30,0.06,0.01,0.01,0.02,0.1
31,-0.05,0.03,-0.03,0.02,0.08
32,-0.07,-0.0,-0.03,-0.03,-0.04
33,0.78,1.21,0.27,0.03,0.03
34,2.09,2.08,0.84,0.35,0.29
35,1.82,1.83,0.93,0.35,0.26
36,1.34,1.54,0.98,0.22,0.17
37,1.3,1.47,0.97,0.25,0.16
38,1.55,1.53,0.95,0.25,0.26
39,1.43,1.46,0.91,0.29,0.21
40,1.16,1.37,0.88,0.2,0.16
41,1.19,1.33,0.85,0.17,0.16
42,1.2,1.37,0.82,0.18,0.21
43,1.27,1.39,0.85,0.21,0.23
44,1.14,1.32,0.84,0.16,0.16
45,0.95,1.22,0.75,0.14,0.12
46,1.41,1.34,0.87,0.15,0.15
47,1.9,1.97,0.99,0.3,0.27
48,1.55,2.15,0.84,0.36,0.2
49,0.95,0.84,0.57,0.3,0.11
50,1.2,0.58,0.39,0.32,0.16
51,1.35,0.59,0.43,0.32,0.24
52,1.52,1.24,0.75,0.28,0.2
53,1.3,2.08,0.99,0.23,0.11
54,1.15,1.67,1.11,0.16,0.12
55,1.69,1.62,1.05,0.22,0.19
56,1.54,1.58,0.98,0.17,0.19
57,0.95,1.38,0.91,0.12,0.09
58,1.06,1.4,0.93,0.12,0.06
59,1.09,1.33,0.93,0.16,0.15
60,1.28,1.48,0.98,0.14,0.14
