time,thumb,index,middle,ring,little
0,0.11,0.03,0.03,0.04,0.09
1,0.06,0.03,0.04,0.05,0.08
2,-0.05,-0.0,-0.0,-0.01,-0.02
3,-0.05,0.01,0.01,0.02,0.0
4,-0.02,0.02,0.05,-0.03,0.07
5,0.08,0.01,0.03,0.03,0.03
6,-0.01,-0.0,0.03,0.05,0.05
7,-0.05,-0.02,0.01,-0.02,-0.0
8,-0.05,0.01,0.01,0.01,0.03
9,0.05,0.04,0.04,0.04,0.09
10,-0.06,0.02,0.02,0.02,0.04
11,-0.07,-0.01,0.02,-0.01,-0.02
12,-0.08,-0.0,-0.0,0.02,0.01
13,0.01,0.02,0.03,0.04,0.08
14,0.05,0.01,0.04,0.03,0.08
15,-0.04,-0.02,-0.01,-0.03,-0.02
16,-0.05,-0.01,0.01,-0.01,-0.02
17,0.06,0.02,0.03,0.03,0.07
18,0.02,0.01,0.03,0.04,0.05
19,0.0,0.01,0.02,0.01,0.01
20,-0.1,-0.0,0.01,-0.0,-0.01
21,-0.03,0.04,0.03,0.03,0.02
22,0.07,0.02,0.03,0.03,0.07
23,-0.06,0.0,-0.01,0.01,0.05
24,-0.07,-0.01,-0.0,-0.02,-0.06
25,-0.06,0.02,0.03,0.01,0.0
26,0.04,0.02,0.04,0.03,0.07
27,0.02,0.03,0.05,0.03,0.05
28,-0.08,-0.01,0.01,-0.0,-0.02
29,-0.09,-0.0,0.02,-0.0,-0.01
30,-0.0,0.01,0.03,0.04,0.08
31,-0.02,0.01,0.02,0.04,0.08
32,-0.09,-0.01,0.02,-0.04,0.01
33,-0.11,0.0,-0.0,0.01,-0.02
34,-0.02,-0.0,0.02,0.01,-0.0
35,0.02,0.01,0.07,0.03,0.1
36,0.33,0.93,0.46,0.03,0.03
37,0.78,2.12,0.77,0.06,-0.02
38,1.5,2.02,1.12,0.28,0.13
39,2.12,1.94,1.62,0.37,0.25
40,1.69,1.67,1.62,0.31,0.23
41,1.21,1.62,1.49,0.24,0.13
42,1.38,1.56,1.32,0.23,0.14
43,1.59,1.69,1.54,0.29,0.23
44,1.35,1.59,1.5,0.27,0.21
45,1.1,1.5,1.38,0.22,0.14
46,1.27,1.51,1.38,0.22,0.13
47,1.3,1.53,1.42,0.27,0.18
48,1.4,1.53,1.26,0.25,0.15
49,1.14,1.45,1.33,0.23,0.15
50,0.95,1.39,1.23,0.2,0.1
51,0.93,1.53,1.26,0.21,0.13
52,1.21,1.5,1.4,0.26,0.22
