time,thumb,index,middle,ring,little
0,-0.02,0.03,0.02,-0.02,-0.03
1,0.04,0.01,-0.01,0.01,0.04
2,-0.01,0.0,-0.01,-0.02,0.01
3,-0.02,-0.01,-0.01,0.04,0.02
4,-0.06,-0.01,0.01,-0.01,-0.05
5,-0.02,-0.0,0.02,0.04,0.02
6,0.01,0.0,-0.0,0.01,0.0
7,-0.03,-0.02,-0.0,0.02,0.0
8,-0.03,-0.0,0.01,0.02,-0.02
9,-0.03,-0.01,-0.02,0.0,-0.02
10,-0.01,-0.0,0.01,0.02,0.01
11,0.01,-0.01,-0.01,0.05,0.01
12,-0.03,0.01,-0.01,-0.01,-0.01
13,0.01,-0.01,-0.01,-0.06,-0.01
14,0.0,0.01,0.01,0.0,-0.0
15,-0.03,0.0,0.02,0.01,0.01
16,-0.03,-0.02,-0.01,0.0,-0.0
17,-0.07,-0.01,-0.0,-0.0,-0.01
18,0.02,-0.0,-0.0,-0.01,0.03
19,0.01,-0.0,0.01,0.02,-0.01
20,-0.02,-0.01,0.01,0.01,0.01
21,-0.08,-0.02,-0.03,0.0,-0.05
22,-0.01,-0.02,0.01,-0.01,0.03
23,-0.03,-0.01,0.0,0.0,-0.02
24,-0.01,-0.01,0.01,0.04,0.01
25,-0.04,0.0,-0.01,-0.02,-0.03
26,-0.01,0.01,-0.02,0.01,0.0
27,-0.04,0.01,0.02,0.02,0.01
28,-0.01,0.02,0.01,0.04,-0.06
29,-0.06,-0.0,0.01,-0.0,-0.04
30,-0.03,0.02,0.03,-0.04,-0.03
31,-0.01,0.01,0.01,-0.0,0.0
32,-0.05,-0.0,0.0,-0.02,-0.07
33,-0.05,0.03,0.03,-0.01,-0.02
34,-0.0,0.22,0.11,0.01,-0.01
35,0.19,1.04,0.36,0.1,0.04
36,0.18,2.3,0.9,0.18,0.04
37,0.82,2.36,1.43,0.28,0.13
38,1.24,2.32,1.43,0.2,0.1
39,1.6,2.23,1.57,0.24,0.12
40,1.34,2.02,1.5,0.22,0.09
41,1.28,1.86,1.43,0.16,0.04
42,0.79,1.99,1.39,0.12,0.05
43,0.94,1.95,1.28,0.14,0.03
44,1.22,1.87,1.4,0.14,0.03
45,1.0,1.73,1.38,0.12,0.07
46,0.86,1.8,1.33,0.13,-0.02
47,0.89,1.86,1.37,0.15,0.0
48,0.95,1.83,1.29,0.11,0.02
49,0.82,1.82,1.27,0.09,-0.04
50,0.94,1.8,1.25,0.09,-0.01
51,0.67,1.82,1.26,0.09,-0.01
52,0.94,1.75,1.26,0.11,-0.0
53,0.69,1.79,1.29,0.07,-0.07
54,0.9,1.76,1.23,0.05,-0.03
55,0.56,1.75,1.21,0.05,-0.03
56,0.9,1.79,1.26,0.07,-0.0
57,0.78,1.76,1.22,0.07,-0.03
58,0.67,1.62,1.21,0.05,-0.03
59,0.63,1.62,1.19,0.05,-0.06
60,0.72,1.62,1.18,0.06,0.01
61,0.75,1.71,1.14,0.09,-0.05
62,0.69,1.65,1.11,0.04,-0.06
63,0.55,1.69,1.09,0.0,-0.06
64,0.76,1.64,1.15,0.07,-0.07
65,0.78,1.76,1.15,0.08,-0.03
66,0.58,1.73,1.08,0.04,-0.08
67,0.63,1.64,1.12,0.04,-0.05
68,0.71,1.65,1.06,0.08,-0.06
69,0.72,1.68,1.1,0.07,-0.04
70,0.65,1.57,1.05,0.06,-0.07
