time,thumb,index,middle,ring,little
0,0.06,0.01,-0.01,-0.03,0.04
1,0.06,0.05,0.03,0.03,-0.0
2,-0.06,-0.03,-0.01,-0.02,-0.08
3,0.05,0.03,0.04,0.06,0.02
4,0.1,0.04,0.0,0.03,0.05
5,0.01,-0.01,-0.01,0.04,0.03
6,-0.06,-0.02,-0.01,-0.05,-0.09
7,0.02,-0.03,-0.03,0.05,0.01
8,0.06,0.01,0.02,0.06,0.04
9,0.02,0.06,0.01,-0.01,0.03
10,-0.05,-0.03,-0.02,-0.02,-0.06
11,-0.02,-0.07,0.01,-0.01,-0.07
12,0.06,0.04,-0.04,0.03,0.07
13,0.04,0.04,0.04,-0.01,0.07
14,-0.04,-0.03,0.01,-0.02,-0.06
15,-0.06,-0.05,-0.0,-0.03,-0.09
16,0.06,0.02,-0.01,0.03,0.04
17,0.04,-0.03,0.01,0.02,0.04
18,0.05,0.04,-0.03,-0.02,-0.02
19,-0.06,-0.03,-0.02,-0.04,-0.07
20,-0.0,0.0,0.03,-0.06,-0.04
21,0.08,0.02,0.0,0.04,0.02
22,-0.0,-0.03,-0.06,-0.0,-0.0
23,-0.06,-0.03,-0.04,-0.03,-0.07
24,-0.02,0.04,0.0,0.03,0.0
25,0.04,0.01,-0.01,0.03,0.06
26,0.02,0.04,0.03,-0.07,0.01
27,-0.07,-0.01,-0.03,-0.02,-0.09
28,-0.02,-0.03,-0.03,-0.04,-0.08
29,0.08,-0.0,0.01,0.01,0.07
30,0.02,-0.01,-0.01,0.02,0.02
31,-0.08,-0.04,-0.04,-0.03,-0.05
32,-0.05,-0.02,-0.01,-0.01,-0.15
33,0.1,0.01,0.01,-0.04,0.01
34,0.05,0.13,0.07,0.12,0.07
35,-0.05,1.25,0.48,0.35,0.03
36,0.01,1.83,1.25,0.4,0.28
37,0.08,1.83,1.21,0.46,0.48
38,0.13,1.76,1.19,0.44,0.5
39,0.07,2.32,1.16,0.49,0.3
40,-0.04,0.79,0.59,0.23,0.09
41,0.06,0.75,0.49,0.35,0.13
42,0.11,2.15,1.07,0.47,0.34
43,0.04,1.62,1.0,0.48,0.37
