time,thumb,index,middle,ring,little
0,-0.03,0.0,0.0,0.02,-0.08
1,-0.08,-0.03,-0.01,-0.0,-0.06
2,-0.05,0.0,-0.03,0.04,-0.03
3,0.01,0.01,-0.01,0.01,-0.02
4,-0.02,0.0,-0.02,-0.02,-0.03
5,-0.07,-0.04,-0.03,-0.03,-0.09
6,-0.02,-0.06,-0.01,-0.0,-0.11
7,-0.02,-0.01,0.03,0.02,-0.01
8,-0.02,0.01,-0.0,-0.0,-0.01
9,-0.1,-0.04,-0.01,-0.01,-0.09
10,-0.05,-0.0,-0.03,0.0,-0.06
11,0.01,-0.05,0.02,0.04,-0.0
12,0.02,0.02,0.0,0.01,-0.03
13,-0.07,-0.03,0.0,-0.04,-0.07
14,-0.05,-0.03,-0.01,0.0,-0.09
15,-0.08,-0.01,-0.0,0.02,-0.03
16,-0.0,-0.02,-0.0,0.03,-0.04
17,-0.06,-0.03,-0.06,-0.05,-0.06
18,-0.09,-0.02,-0.02,-0.01,-0.08
19,-0.06,-0.01,-0.02,-0.02,-0.06
20,0.01,-0.02,0.0,0.01,0.01
21,-0.04,-0.03,-0.01,0.04,-0.04
22,-0.09,-0.03,-0.01,-0.02,-0.1
23,-0.07,-0.02,-0.01,0.04,-0.07
24,-0.01,-0.03,0.0,0.03,-0.03
25,-0.04,0.0,-0.01,-0.0,0.02
26,-0.08,-0.02,0.0,-0.02,-0.09
27,-0.06,0.01,-0.05,-0.03,-0.08
28,-0.06,-0.02,0.0,0.02,0.02
29,-0.02,0.03,-0.03,0.06,-0.01
30,-0.07,-0.01,0.0,-0.01,-0.06
31,-0.08,-0.03,0.0,-0.01,-0.06
32,-0.05,-0.02,0.04,-0.0,-0.04
33,-0.01,0.0,0.02,0.03,0.03
34,-0.05,0.11,0.09,0.1,-0.02
35,-0.08,0.49,0.21,0.15,-0.05
36,0.03,1.78,0.98,0.36,0.14
37,0.11,2.08,1.49,0.91,0.61
38,0.06,1.93,1.74,1.14,1.02
39,0.11,1.78,1.57,0.95,0.99
40,0.05,1.61,1.68,0.93,1.0
41,0.21,1.93,1.63,1.08,1.35
42,0.18,1.8,1.7,0.82,1.26
43,0.07,1.73,1.44,0.94,1.0
44,0.1,1.6,1.39,0.89,1.01
45,0.18,1.51,1.52,1.07,1.13
46,0.16,1.72,1.6,0.97,1.25
47,0.14,1.44,1.24,0.84,1.12
48,0.06,1.53,1.35,0.76,0.91
49,0.08,1.58,1.42,0.95,1.08
50,0.16,1.73,1.54,0.92,1.17
51,0.11,1.56,1.49,0.72,1.1
52,0.06,1.47,1.27,0.72,0.87
53,0.09,1.64,1.16,0.78,1.1
