time,thumb,index,middle,ring,little
0,-0.03,-0.01,0.02,-0.01,-0.04
1,-0.06,0.02,-0.02,-0.02,-0.04
2,0.0,0.04,0.02,0.03,0.03
3,0.06,-0.0,-0.0,0.02,0.02
4,0.02,-0.02,-0.01,-0.0,0.04
5,-0.06,0.0,-0.01,-0.0,-0.03
6,0.03,-0.01,0.02,0.0,0.01
7,0.07,0.01,-0.02,-0.01,0.0
8,0.05,-0.03,-0.0,-0.02,-0.04
9,0.02,-0.0,-0.02,-0.0,-0.01
10,-0.06,-0.01,-0.02,-0.0,-0.03
11,0.04,0.01,-0.0,0.02,0.03
12,-0.05,-0.0,-0.01,0.03,-0.01
13,-0.04,-0.01,0.0,0.0,-0.0
14,-0.06,0.02,-0.02,0.03,-0.01
15,0.02,-0.0,-0.0,-0.0,0.0
16,-0.02,-0.01,-0.0,-0.0,-0.02
17,0.03,-0.03,0.02,-0.0,0.01
18,-0.07,-0.02,-0.01,-0.0,-0.04
19,0.0,0.02,-0.04,-0.0,-0.02
20,0.03,-0.01,-0.0,0.01,0.01
21,-0.0,0.0,0.02,-0.0,0.01
22,-0.03,-0.0,-0.0,-0.01,-0.01
23,0.03,-0.04,-0.01,0.03,-0.05
24,-0.02,-0.01,-0.01,0.0,0.01
25,-0.08,-0.02,-0.01,-0.05,-0.01
26,0.0,-0.0,0.0,0.01,0.01
27,-0.05,-0.01,-0.02,-0.07,0.01
28,0.06,0.01,-0.01,0.0,0.02
29,-0.09,-0.01,-0.01,-0.0,0.01
30,0.0,0.02,-0.0,-0.02,0.05
31,-0.05,-0.02,0.02,-0.0,0.01
32,-0.04,-0.01,0.01,0.04,0.05
33,0.09,0.0,0.05,0.14,0.23
34,0.09,-0.02,0.3,0.29,0.51
35,0.1,-0.02,0.43,0.31,0.84
36,0.3,0.02,0.6,0.37,1.81
37,0.39,0.01,0.7,0.37,2.84
38,0.38,0.03,0.82,0.52,3.44
39,0.37,-0.0,0.87,0.8,4.35
40,0.46,0.0,0.98,0.96,3.71
41,0.42,0.03,1.01,1.05,3.81
42,0.3,0.02,0.99,0.97,3.53
43,0.26,0.02,0.91,0.96,2.98
44,0.22,0.0,1.01,1.02,2.81
45,0.42,0.02,0.95,1.0,3.05
46,0.33,0.01,0.89,0.93,2.68
47,0.29,0.01,0.97,1.0,2.56
48,0.22,-0.01,0.98,0.85,2.42
49,0.27,0.0,0.91,0.97,2.32
50,0.34,-0.0,0.95,0.94,2.51
51,0.25,-0.01,0.89,0.98,2.22
52,0.27,-0.01,0.9,0.91,2.12
53,0.25,0.02,0.9,0.96,2.22
