time,thumb,index,middle,ring,little
0,-0.1,-0.01,-0.03,-0.05,-0.1
1,-0.06,0.02,-0.03,0.01,-0.03
2,0.02,0.01,0.0,0.01,0.04
3,0.01,-0.01,0.01,-0.01,0.0
4,-0.1,-0.02,-0.04,-0.08,-0.08
5,-0.08,-0.02,-0.04,-0.07,-0.06
6,0.03,0.01,0.01,0.03,0.05
7,-0.01,-0.0,-0.01,-0.0,0.01
8,-0.07,-0.01,-0.01,-0.06,-0.09
9,-0.09,-0.03,-0.03,-0.07,-0.11
10,0.03,0.01,-0.0,0.0,0.02
11,-0.0,0.01,-0.01,-0.01,0.04
12,-0.04,-0.0,-0.0,-0.03,-0.05
13,-0.09,-0.04,-0.04,-0.07,-0.07
14,-0.02,0.01,-0.01,-0.04,-0.05
15,0.04,0.01,-0.0,0.01,0.06
16,-0.07,0.02,-0.01,-0.03,0.0
17,-0.1,-0.02,-0.04,-0.08,-0.1
18,-0.07,-0.02,-0.02,-0.07,-0.05
19,0.03,0.0,0.01,0.01,0.05
20,0.01,-0.01,-0.03,-0.03,-0.0
21,-0.08,-0.02,-0.03,-0.04,-0.07
22,-0.09,-0.04,-0.03,-0.04,-0.08
23,0.05,0.01,-0.01,0.02,0.05
24,-0.0,-0.0,-0.05,0.0,0.01
25,-0.08,-0.03,-0.03,-0.06,-0.08
26,-0.11,-0.03,-0.05,-0.04,-0.1
27,-0.0,0.01,-0.01,-0.0,0.04
28,-0.01,0.0,-0.01,-0.02,0.02
29,-0.06,-0.01,-0.03,-0.05,-0.06
30,-0.1,-0.03,-0.04,-0.07,-0.09
31,-0.06,0.02,-0.05,-0.03,-0.0
32,0.02,0.01,-0.01,-0.02,-0.02
33,-0.05,-0.01,-0.01,-0.03,-0.04
34,-0.1,-0.01,0.28,0.11,-0.03
35,0.03,0.03,0.98,0.58,0.29
36,0.14,0.03,1.19,1.63,0.88
37,0.06,0.02,1.02,1.33,0.72
38,-0.01,-0.01,0.89,0.98,0.47
39,0.0,-0.0,0.86,0.94,0.56
40,0.12,0.01,0.96,1.15,0.67
41,0.07,0.02,0.87,1.04,0.62
42,-0.01,-0.01,0.77,0.79,0.42
43,-0.02,-0.0,0.77,0.8,0.45
44,0.11,0.04,0.9,1.04,0.68
45,0.08,0.0,0.82,0.88,0.61
46,0.0,0.0,0.74,0.73,0.45
47,-0.04,-0.0,0.72,0.69,0.37
48,0.05,0.02,0.85,0.83,0.56
49,0.07,0.02,1.04,1.26,0.65
50,0.03,-0.02,0.79,0.73,0.54
51,-0.04,0.0,0.5,0.49,0.3
52,0.03,0.01,0.38,0.47,0.33
53,0.1,0.03,0.35,0.41,0.37
54,0.02,0.04,0.3,0.41,0.29
55,-0.07,-0.01,0.34,0.29,0.15
56,-0.02,0.01,0.49,0.49,0.23
57,0.09,0.03,0.92,0.84,0.59
58,0.07,0.03,0.91,1.33,0.83
59,-0.01,0.0,0.79,1.15,0.61
60,-0.01,-0.0,0.8,1.01,0.55
61,0.11,0.03,0.84,1.24,0.83
62,0.05,0.01,0.77,1.05,0.7
63,0.01,-0.0,0.68,0.79,0.49
64,-0.04,-0.0,0.63,0.72,0.42
65,0.09,0.03,0.72,0.94,0.63
66,0.06,0.01,0.72,0.84,0.69
67,0.01,-0.01,0.64,0.72,0.52
68,-0.04,-0.02,0.59,0.66,0.42
69,0.02,0.0,0.64,0.77,0.58
70,0.07,0.01,0.7,0.84,0.64
71,0.01,0.01,0.63,0.74,0.61
72,-0.06,-0.01,0.56,0.57,0.42
73,-0.0,0.0,0.68,0.66,0.47
74,0.07,0.05,0.68,0.83,0.69
75,0.03,0.01,0.75,0.72,0.58
76,-0.01,-0.01,0.78,1.09,0.58
77,-0.02,-0.01,0.56,0.84,0.56
78,0.1,0.01,0.47,0.87,0.63
79,0.03,0.0,0.34,0.58,0.46
80,-0.05,-0.02,0.24,0.35,0.23
81,-0.07,-0.02,0.21,0.3,0.21
82,0.04,0.01,0.35,0.45,0.41
83,0.04,-0.02,0.76,0.78,0.45
84,-0.0,0.03,0.95,1.54,0.64
85,-0.01,-0.01,0.86,1.15,0.57
86,0.07,0.02,0.86,1.22,0.77
87,0.07,0.01,0.82,1.09,0.65
88,0.02,0.02,0.73,0.94,0.57
89,-0.05,-0.01,0.66,0.78,0.41
90,-0.0,-0.03,0.7,0.86,0.5
91,0.1,0.01,0.77,0.95,0.68
92,0.02,-0.01,0.7,0.77,0.54
93,-0.06,-0.01,0.63,0.63,0.37
94,-0.02,-0.0,0.67,0.67,0.44
95,0.05,-0.0,0.72,0.86,0.6
96,-0.01,0.02,0.69,0.7,0.53
97,-0.06,-0.02,0.66,0.6,0.38
98,-0.04,0.0,0.63,0.57,0.37
99,0.09,0.01,0.74,0.77,0.61
100,0.03,-0.01,0.82,0.91,0.53
101,-0.01,-0.03,0.72,0.97,0.45
102,-0.06,-0.04,0.58,0.94,0.44
103,0.04,-0.01,0.47,0.97,0.58
104,0.05,-0.02,0.32,0.83,0.47
105,-0.05,-0.02,0.27,0.57,0.26
106,-0.09,-0.03,0.23,0.47,0.19
107,-0.03,-0.03,0.33,0.54,0.28
108,0.04,-0.01,0.4,0.63,0.29
109,-0.02,-0.02,0.64,0.64,0.3
110,-0.07,-0.02,0.79,0.97,0.39
